MSOA21CD,MSOA21NM,borough_name,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
E02000374,Hammersmith and Fulham 003,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000375,Hammersmith and Fulham 004,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000376,Hammersmith and Fulham 005,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000377,Hammersmith and Fulham 006,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000378,Hammersmith and Fulham 007,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000379,Hammersmith and Fulham 008,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000380,Hammersmith and Fulham 009,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000381,Hammersmith and Fulham 010,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000382,Hammersmith and Fulham 011,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000383,Hammersmith and Fulham 012,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000384,Hammersmith and Fulham 013,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000385,Hammersmith and Fulham 014,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000386,Hammersmith and Fulham 015,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000387,Hammersmith and Fulham 016,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000388,Hammersmith and Fulham 017,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000389,Hammersmith and Fulham 018,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000390,Hammersmith and Fulham 019,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000391,Hammersmith and Fulham 020,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000392,Hammersmith and Fulham 021,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000393,Hammersmith and Fulham 022,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000394,Hammersmith and Fulham 023,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000395,Hammersmith and Fulham 024,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000396,Hammersmith and Fulham 025,Hammersmith and Fulham,1.101141180337662,1.0592681729352114,1.0405006846868492,1.0159046165778112,1.0009553996139078,1.0329693626100085,1.2480861412284354,1.6304570865447046,1.9028123683496343,1.7668857410012275,1.6439427194444016,1.6469205086022292,1.6616399358819691,1.6831727788032662,1.8085934013267202,1.9209079458543776,2.036648821000413,2.031906376933703,1.8257140403311944,1.5140596451561024,1.3594017347575642,1.2992957237998048,1.2741971916638275,1.194049969795334
E02000397,Haringey 001,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000398,Haringey 002,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000400,Haringey 004,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000401,Haringey 005,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000402,Haringey 006,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000403,Haringey 007,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000404,Haringey 008,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000405,Haringey 009,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000406,Haringey 010,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000407,Haringey 011,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000408,Haringey 012,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000409,Haringey 013,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000410,Haringey 014,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000411,Haringey 015,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000412,Haringey 016,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000413,Haringey 017,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000414,Haringey 018,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000415,Haringey 019,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000416,Haringey 020,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000417,Haringey 021,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000418,Haringey 022,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000419,Haringey 023,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000420,Haringey 024,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000421,Haringey 025,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000422,Haringey 026,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000423,Haringey 027,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000424,Haringey 028,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000425,Haringey 029,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000426,Haringey 030,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000427,Haringey 031,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000428,Haringey 032,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000429,Haringey 033,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000430,Haringey 034,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000431,Haringey 035,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000432,Haringey 036,Haringey,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000433,Harrow 001,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000434,Harrow 002,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000435,Harrow 003,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000436,Harrow 004,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000437,Harrow 005,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000438,Harrow 006,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000439,Harrow 007,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000440,Harrow 008,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000441,Harrow 009,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000442,Harrow 010,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000443,Harrow 011,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000444,Harrow 012,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000445,Harrow 013,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000447,Harrow 015,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000448,Harrow 016,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000449,Harrow 017,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000451,Harrow 019,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000452,Harrow 020,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000453,Harrow 021,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000454,Harrow 022,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000455,Harrow 023,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000456,Harrow 024,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000457,Harrow 025,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000459,Harrow 027,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000460,Harrow 028,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000461,Harrow 029,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000462,Harrow 030,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000463,Harrow 031,Harrow,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000464,Havering 001,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000465,Havering 002,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000466,Havering 003,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000467,Havering 004,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000468,Havering 005,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000469,Havering 006,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000470,Havering 007,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000471,Havering 008,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000472,Havering 009,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
E02000473,Havering 010,Havering,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
